ASSET_IDS,ASSET_NAME
2006545830961815,20VA101
153864059234671,20VA201
2709872107827724,20VA002
8635392502498272,20VJ001
5093603550655959,20VA003
845555078617669,21PA001A
933672115592839,21PA001B
4909397956766959,512.21a-1
5576109327626046,512.21A-1
1361192871416397,512.21a-2
2175262956095244,512.21A-2
4887147706554168,512.21A-3
6680966522712542,512.21a-3
5794600446063807,512.21a-4
7313151598201456,512.21A-4
4270972663167876,512.21C-1
6359452434497435,512.21C-2
1400950045759637,513.22A-1
1515210526033923,513.22A-2
3969124812466527,513.22a-2
2759353274559933,20HA102
8922062948617303,20HA202
1495262329165866,21HB001A
3111871792823306,21HB001B
1076117756444528,20IX104
2147769141701626,20IX105
7100897508269550,20IX204
1989409491264183,20IX205
8018874251985887,21IX101
2587741526127600,21IH001
8144775370941971,44VD001
6096942965508367,44PA002A
8351714842862922,44PA002B
5119857339150262,44PA001A
6405424112416106,44PA001B
6017393221527130,29PA001A
370855210418194,29PA001B
616053551544029,29PA002A
2108163704253444,29PA002B
8075683707066496,29HB001
8026379716137638,44CE001
4093491967079471,44CE002
7263315206903646,44CE003
6005192621593448,44CE004
6877004628074920,44CE005
1542300590902007,20IX103
5755017759352120,20IX203
5704182067994480,20IX300
3098119416643701,43KF001
1482693324691316,43KF002
3406745762499719,23KA101
4488872637606989,23KA201
3615783301194433,23KA202
1447842929139600,27KA101
7593969785841374,27KA201
4925788757456295,27KA102
2846974845002677,27KA202
7251701992039078,43HA001
1916512425033008,23HB101A
7630788083927085,23HB101B
1540202310814058,23HB201A
839038262940811,23HB201B
1474913309652618,23HB102
3064808869728736,23HB202
2583521065470196,27HA101
4746145134554032,27HA201
6768206920341015,24HA001A
7030687886472481,24HA001B
3280762645789331,27HA102
7054340963949452,27HA202
1166066987203800,27HA003
3081965707529806,43VD002
6131449119936496,23VG101
1007478009493035,23VG201
1728355377430501,23VG102
1160114435104692,23VG202
663374525931042,27VG101
6462549673011288,27VG201
788591784389991,24VG001
6609546248638595,27VG102
7779563471767507,27VG202
2714127195922101,23PA101A
1833727551025168,23PA101B
3202172636069367,23PA201A
7189735769941943,23PA201B
3458110190286271,24HE002
5332733445840624,24VE006
6792278350608243,24FE001A
6087248509783152,24FE001B
6926061495298492,24VD004
4737440621861323,24VD005
6829096667825291,24HB003
3103977610743937,24HB004
4258807136619928,24CB002
7084514906089704,24CB001A
4777530771297883,24CB001B
3150047923733532,24VD003
4893795625645419,24PB001A
6448225514434415,24PB001B
1990955066758143,24VD008
7462239951941403,24HB005
4191564487355436,24VB001
8376759045677526,24VE007
2504315114396938,43VD001
7384723723845106,43FE001
3610310567735052,43XX002
4064129233933146,43II001
2625377145075888,56TB001
2459412376330885,56PC001A
3479039404140234,56PC001B
7355229715580171,56TB002
4343906988730071,56PC002A
2893774077368026,56PC002B
3574682171247483,56XX001
2475606506787177,56XX002
8729527531251428,57VD001
8148323886360845,57PA001A
8785050858357098,57PA001B
6437995105437967,50PS001A
1240624663093127,50PS001B
5034023791732356,50XX001
2372997417025515,664.38-1
7296828083822008,664.38-2
328408256113037,98CZ001
7437567581643618,98CZ002
7145199180160280,47XX001
514254311421903,80XM101
5730166543951180,80XM201
2725552095006774,614.MDG101
6411785774443051,614.MDG102
6983470322787473,614.MDG103
8854353649942897,614.MDG104
7961964505168372,84EG601
4007287590523786,614.15C-1
2392859459980912,71PA601-DD001
2400224290197894,71EG004
6882224432711435,71EG600
2437535415408281,71EG601
2337565799192045,713.24C-1
2350388769304453,71PA750
4289825696838234,713.21-1
2006691489644481,713.21-2
8371355408205963,71XX001
79825793985939,71XX002
7447603770121727,11696162
5882658886270879,71SU600
6801123827866977,74SH6000
204250662221653,74SH6001
487631192774646,11696165
2710218678071317,73MA001
5441693170296103,73MA002
7811121984697665,73MA003
8409484067203919,73MA004
8441652831231282,658.24-1
7166461267779480,658.24-2
609503460119119,65CT001
8360930522442039,65CT606
4319903839693980,65CT900
2492333115308564,313.60A-1
431769659097180,313.60B-1
5867947529806554,581.21A-1
7137202993871294,581.21B-1
8372795077231886,672.83A-1
626603080323976,672.84A-2
6003522098001426,42PF001A
1936865469236464,42PF001B
7038294573056368,42PF002A
1203177738733350,42PF002B
2681860203343805,42PF010A
854742083986688,42PF010B
2282491699534783,42PF005A
7953666923114033,42PF005B
7147697023990462,42PF004A
7257310624694079,42PF004B
894050308405820,42PF006A
1569578623878765,42PF006B
1802787655391854,42PF007A
4718987467522354,42PF007B
5370476502983949,42PF008A
3109575107568686,42PF008B
1179786491388867,42PF009A
1081995841384211,42PF009B
954484770907029,63KZ101
1108734433736648,63KZ201
4918783432906947,732.23-1
6983162914974508,732.23-2
5627674227650290,733.41A-1
3020095254840667,733.41A-2
965844123339884,63XX301
4668088365591814,63XX302
1766044671463300,11679549
2546807711295445,11679550
6717635959071793,41PA001A
6262154371278235,41PA001B
128531490856491,41PA001C
6154899257331781,41VL001
2009960530686521,41AP001
6702175852291301,97GK015A
443496326949256,97GK016A
1848797566251255,97GK750A
2052595680781785,97GK750B
7975952082079434,97GX900
8517922085601233,97GK018A
2856196511906711,97GK751A
5814673384961987,97GK751B
8365666833311106,97GK752A
2061518865280006,97GK752B
2379525412200339,97GA013A
2005520267126960,97GA013B
3017247799518065,45VG001
8168153790688521,45FE001
6044361011694374,45HA001
6738010569301983,45II001
6707768465688327,46MX101
4623635988766962,46PF001A
4217499219128592,46PF001B
6350759011329591,46PF002A
8237910452031696,46PF002B
1986017827862042,682.28A-1
3890575544494934,682.28A-2
7390265127701300,682.28B-1
3640610661352221,722.21A-1
4770389497154851,722.21A-2
3816297165457820,722.21B-1
6971550190521378,722.21B-2
8656461952174793,722.23-1
3935526968154915,722.23-2
5186632965057339,722.23-3
2350503674015856,722.29A-1
4715894434565742,722.29A-2
8705351747122183,722.29B-1
4483158613180919,723.21-1
5426063456070590,723.21-2
2301129869109386,723.35-1
7340276780592279,512.21D-1
196204201531569,774.10G-1
3775573000027597,774.10G-2
