11-PA-9102,11-PA-9148,11-PA-9149,11-PA-9150,11-PA-9151,11-PA-9138,11-PA-9158,11-PA-9159,11-PA-9160,11-PA-9161,11-PA-9101A,11-PA-9152A,11-PA-9153A,11-PA-9101B,11-PA-9152B,11-PA-9153B,17-PA-9144A,17-PA-9144B,18-PA-8010,18-PA-8030,18-PA-8050,18-PA-8070,84-CA-8010,84-KF-8030,43-PB-9108,23-KA-9101,23-PC-9109,23-GK-9107A,23-GK-9107B,23-KA-9102,23-PC-9110,23-FE-9122,23-GK-9108A,23-GK-9108B,23-KA-9103,23-PC-9111,23-FE-9123,23-GK-9109A,23-GK-9109B,27-KA-9104,27-PC-9112,27-FE-9125,27-GK-9110A,27-GK-9110B,27-AT-93008A,27-FV-92943,32-PF-9104A,32-PF-9104B,32-PB-9115A,32-PB-9115B,32-PB-9130,32-PB-9131,43-PB-9112,13-PA-9103,13-PA-9146,13-PA-9147,13-PA-9137,13-PA-9156,13-PA-9157,80-PA-9111A,80-PA-9111B,80-PA-8120A,80-PA-8120B,80-PA-7011A,80-PA-7011B,80-PA-8015A,80-PA-8015B,80-PA-8746A,80-PA-8746B,60-PA-9163,60-PA-9164,85-PA-9135A,85-PA-9135B,85-PA-9118A,85-PA-9118B,85-CA-9120A,85-CA-9120B,85-PB-9134A,85-PB-9134B,85-PA-9134,85-PA-9133,85-PA-9162,81-PA-9115A,81-PA-9115B,81-PA-9113A,81-PA-9113B,81-PA-8011A,81-PA-8011B,81-PA-8510A,81-PA-8510B,81-PA-8012A,81-PA-8012B,31-PA-9104A,31-PA-9104B,31-PA-9124A,31-PA-9124B,60-EG-9102,60-EG-9103,45-PA-9653A,45-PA-9653B,45-PA-9651A,45-PA-9651B,84-XX-8022,84-XX-8023,84-KF-8022A,84-KF-8022B,84-KF-8023A,84-KF-8023B,84-PX-9102A,84-PX-9102B,84-PX-9101A,84-PX-9101B,84-PS-8000A,84-PS-8000B,84-PS-8000C,84-CA-9119,84-CA-9129,45-PA-9106A,45-PA-9106B,43-PF-8002,43-PB-9104,43-PB-9111A,65-GK-9701A,65-GK-9701B,65-GK-9702A,65-GK-9702B,65-GK-9703A,65-GK-9703B,65-GK-9704A,65-GK-9704B,65-GK-9707A,65-GK-9707B,65-GK-9708A,65-GK-9708B,65-GK-9712A,65-GK-9712B,65-GK-9713AA,65-GK-9713AB,65-GK-9713BA,65-GK-9713BB,65-GK-9714A,65-GK-9714B,65-GK-9715A,65-GK-9715B,65-GK-9557A,65-GK-9557B,65-GK-9564A,65-GK-9564B,65-KC-9641A,65-KC-9641B,65-PA-9641CA,65-PA-9641CB,65-GK-9900A,65-GK-9900B,65-GK-9901A,65-GK-9901B,65-KC-9900A,65-KC-9900B,45-PA-9900CA,45-PA-9900CB,47-XX-9800A,47-XX-9800B,47-PA-9810A,47-PA-9810B,47-PA-9815,47-PA-9814A,47-PA-9814B,47-PA-9107A,47-PA-9107B,47-PA-9108A,47-PA-9108B,47-PF-9808A,47-PF-9808B,16-XY-8010,40-PA-9105A,40-PA-9105B,45-PA-13651A,45-PA-13651B,45-PA-13652A,45-PA-13652B,07-PB-12002,43-PB-12001,43-PB-12004,43-PB-12006,47-PV-120001,47-PS-12001,07-PB-11002,43-PB-11001,47-PV-110001,47-PS-11001,11-FIT-170031,43-XR-9106,43-XR-9107,43-XR-9108,43-XR-9109,43-XR-9110,47-PS-17001,11-FIT-180031,47-PS-18001,23-LV-92521A,23-LV-92521B,23-LV-92621A,23-LV-92621B,24-LV-92821A,24-LV-92821B,24-LV-92831A,24-LV-92831B,23-LV-92721A,23-LV-92721B
11-PA-9102-M01_Motor_startup_supervision_MOTstart,11-PA-9148-M01-EL,11-PA-9149-M01-24,11-PA-9150-M01,11-PA-9151-M01,11-PA-9138-M01-36,11-PA-9158-M01-EL,11-PA-9159-M01-24,11-PA-9160-M01-39,11-PA-9161-M01-EL,11-PA-9101A-M01-24,11-PA-9152A-M01-39,11-PA-9153A-M01-24,11-PA-9101B-M01-24,11-PA-9152B-M01-39,11-PA-9153B-M01-24,17-PA-9144A_B-NotRunning,17-PA-9144B-M01,18-PA-8010-M01-13,18-PA-8030-M01_31__,18-PA-8050-M01_31__,18-PA-8070-M01-04_E,84-CA-8010-M01_39,84-KF-8030-M01_TRT,43-PB-9108-M01-24,23-KA-9101-M01_CB_multiple_plug_out,23-PC-9109-M01-EL,23-GK-9107A-M01-EL,23-GK-9107B-M01-14,23-KA-9102_SPD,23-PC-9110-M01-EL,23-FE-9122-39,23-GK-9108A-M01,23-GK-9108B-M01,23-KA-9103_EPE,23-PC-9111-M01-24,23-FE-9123-H01-F,23-GK-9109A-M01-EL,23-GK-9109B-M01-EL,27-KA-9104-M01_CB_travel_alarm,27-PC-9112-M01-24,27-FE-9125-24,27-GK-9110A-M01,27-GK-9110B-M01-EL,27-AT-93008A_ppmV,27-FV-92943,32-PF-9104A-M01-EL,32-PF-9104B-M01,32-PB-9115A-M01,32-PB-9115B-M01-24,32-PB-9130-M01-EL,32-PB-9131-M01-EL,43-PB-9112-M01-24,13-PA-9103_ETH,13-PA-9146-M01,13-PA-9147-M01-EL,13-PA-9137-M01-24,13-PA-9156-M01,13-PA-9157-M01-24,80-PA-9111A-M01-EL,80-PA-9111B-M01,80-PA-8120A-M01_33,80-PA-8120B-M01_05,80-PA-7011A-M01_36,80-PA-7011B-M01_33,80-PA-8015A-M01_35,80-PA-8015B-M01_09,80-PA-8746A-M01_06,80-PA-8746B,60-PA-9163-M01-EL,60-PA-9164-M01-31,85-PA-9135A-M01-39,85-PA-9135B-M01,85-PA-9118A-M01-24,85-PA-9118B-M01-24,85-CA-9120A-M01-EL,85-CA-9120B-M01,85-PB-9134A-VSD_Stat,85-PB-9134B-VSD_Stat,85-PA-9134-M01-24,85-PA-9133-M01-39,85-PA-9162-M01-EL,81-PA-9115A-M01,81-PA-9115B-M01-24,81-PA-9113A-M01,81-PA-9113B-M01-EL,81-PA-8011AB_07,81-PA-8011B-M01,81-PA-8510A-M01_39,81-PA-8510B-M01_06,81-PA-8012A-M01_33,81-PA-8012B-M01_06,31-PA-9104A-M01-EL,31-PA-9104B-M01-EL,31-PA-9124A-M01-EL,31-PA-9124B-M01-EL,60-EG-9102_generator_differential_protection_SPAD346C_Trip,60-EG-9103_Voltage_L3-L1,45-PA-9653A-39,45-PA-9653B-40,45-PA-9651A-M01-65,45-PA-9651B-M03-65,84-XX-8022-43,84-XX-8023-48,84-KF-8022A-M01_49,84-KF-8022B-M01,84-KF-8023A-M01_06,84-KF-8023B-M01_49,84-PX-9102A-M01,84-PX-9102B-M01-39,84-PX-9101A-M01_Winding_Temperature_W1,84-PX-9101B-M01_Earth_current,84-PS-8000A-M01_06,84-PS-8000B-M01-25,84-PS-8000C-M01_06,84-CA-9119-M01-EL,84-CA-9129-M01,45-PA-9106A_ATH,45-PA-9106B-M01_Current_L1,43-PF-8002-M01_33,43-PB-9104-M01-24,43-PB-9111A-M01-EL,65-GK-9701A-M01-14,65-GK-9701B-VSD_Stat,65-GK-9702A-M01-14,65-GK-9702B-M01-EL,65-GK-9703A-M01,65-GK-9703B-M01-14,65-GK-9704A-M01,65-GK-9704B-M01,65-GK-9707A-M01-EL,65-GK-9707B-M01-14,65-GK-9708A-M01,65-GK-9708B-M01-14,65-GK-9712A-M01,65-GK-9712B-M01,65-GK-9713AA-M01,65-GK-9713AB-M01,65-GK-9713BA-M01,65-GK-9713BB-M01,65-GK-9714A-M01,65-GK-9714B-M01,65-GK-9715A-M01,65-GK-9715B-M01,65-GK-9557A_B,65-GK-9557B-M01-M,65-GK-9564A-M01-M,65-GK-9564B-M01-EL,65-KC-9641A-M01-39,65-KC-9641B-M01-39,65-PA-9641CA-M01-EL,65-PA-9641CB-M01-39,65-GK-9900A-M01-F-EL,65-GK-9900B-M01-14,65-GK-9901A-M01-EL,65-GK-9901B-M01-14,65-KC-9900A-M01,65-KC-9900B-M01,45-PA-9900CA-M01,45-PA-9900CB-M01-EL,47-XX-9800A-Seq7,47-XX-9800B-Seq7,47-PA-9810A-M01,47-PA-9810B-M01,47-PA-9815-M01-24,47-PA-9814A-M01,47-PA-9814B-M01-EL,47-PA-9107A-M01,47-PA-9107B-M01,47-PA-9108A-M01-EL,47-PA-9108B-M01,47-PF-9808A-M01-01,47-PF-9808B-M01-01,16-XY-8010-H01_05,40-PA-9105A-M01-39,40-PA-9105B-M01-39,45-PA-13651A-40,45-PA-13651B-A03,45-PA-13652A-39,45-PA-13652B-39,07-PB-12002-M01_39_,43-PB-12001-M01-24,43-PB-12004-M01-24,43-PB-12006-M01_02,47-PV-120001,47-PS-12001-M01-01,07-PB-11002-FQ,43-PB-11001-M01REQ,47-PV-110001,47-PS-11001-M01_39,11-FIT-170031_213,43-XR-9106,43-XR-9107,43-XR-9108-M01-24,43-XR-9109-M01-24,43-XR-9110-M01-14,47-PS-17001-M01-05,11-FIT-180031_107,47-PS-18001-M01,23-LV-92521A,23-LV-92521B,23-LV-92621A,23-LV-92621B,24-LV-92821A,24-LV-92821B,24-LV-92831A,24-LV-92831B,23-LV-92721A,23-LV-92721B
11-PA-9102-M01_Internal_Relay_Fault,11-PA-9148-M01,11-PA-9149-M01,11-PA-9150-M01-24,11-PA-9151-M01-39,11-PA-9138-M01_CB_travel_alarm,11-PA-9158-M01,11-PA-9159-M01,11-PA-9160-M01-EL,11-PA-9161-M01-39,11-PA-9101A_NR,11-PA-9152A-M01,11-PA-9153A-M01-EL,11-PA-9101B-M01-39,11-PA-9152B-M01,11-PA-9153B-M01-39,17-PA-9144A-M01,17-PA-9144B-M01-EL,18-PA-8010-M01_53,18-PA-8030-M01_31_,18-PA-8050-M01-04_E,18-PA-8070-M02,84-CA-8010-M01_33,84-KF-8030-M02_05,43-PB-9108-M01-EL,23-KA-9101-M01-13,23-PC-9109-M01-24,23-GK-9107A-M01-14,23-GK-9107B-M01-EL,23-KA-9102-M01-13,23-PC-9110-M01-24,23-FE-9122-H01-F,23-GK-9108A-M01-14,23-GK-9108B-M01-14,23-KA-9103_PHD,23-PC-9111-M01-EL,23-FE-9123-24,23-GK-9109A-M01,23-GK-9109B-M01-14,27-KA-9104-M01_CB_multiple_plug_out,27-PC-9112-M01,27-FE-9125-H01-F-EL,27-GK-9110A-M01-14,27-GK-9110B-M01-14,27-AT-93008A_AvgWtd,,32-PF-9104A-M01-24,32-PF-9104B-M01-EL,32-PB-9115A-M01-EL,32-PB-9115B-M01-EL,32-PB-9130-M01,32-PB-9131-M01,43-PB-9112-M01-EL,13-PA-9103-M01-39,13-PA-9146-M01-39,13-PA-9147-M01-24,13-PA-9137_EE,13-PA-9156-M01-24,13-PA-9157-M01,80-PA-9111A-M01,80-PA-9111B-M01-24,80-PA-8120A-M01_06,80-PA-8120B-M01_06,80-PA-7011A,80-PA-7011B-M01_06,80-PA-8015A-M01_65,80-PA-8015B-M01_06,80-PA-8746A-M01_33,80-PA-8746B-M01_39,60-PA-9163-M01-39,60-PA-9164-M01-EL,85-PA-9135A-M01-24,85-PA-9135B-M01-EL,85-PA-9118A-M01-EL,85-PA-9118B-M01-39,85-CA-9120A-M01-24,85-CA-9120B-M01-EL,85-PB-9134A-M01-56,85-PB-9134B-M01-24,85-PA-9134-M01-EL,85-PA-9133-M01,85-PA-9162-M01-39,81-PA-9115A-M01-24,81-PA-9115B-M01-EL,81-PA-9113A-M01-EL,81-PA-9113B-M01,81-PA-8011A-M01,81-PA-8011B-M01_39,81-PA-8510A-M01_06,81-PA-8510B-M01_33,81-PA-8012A-M01_39,81-PA-8012B-M01_33,31-PA-9104A-M01-24,31-PA-9104B,31-PA-9124A-M01-39,31-PA-9124B-M01-39,60-EG-9102-H53-EL,60-EG-9103_DOC_low_stage_residual_DEF2low,45-PA-9653A-M01-EL,45-PA-9653B-M01,45-PA-9651A-M01-EL,45-PA-9651B-M01-EL,84-XX-8022-69,84-XX-8023-01,84-KF-8022A-M01_33,84-KF-8022B-M01_52,84-KF-8023A-M01_39,84-KF-8023B-M01_06,84-PX-9102A-M01-24,84-PX-9102B-M01-24,84-PX-9101A-M01_E_stop_active,84-PX-9101B-M01_Interlock_active,84-PS-8000A-M01-25,84-PS-8000B-M01_05,84-PS-8000C-M01-25,84-CA-9119-M01,84-CA-9129-M01-EL,45-PA-9106A-M01_Current_L2,45-PA-9106B-M01-39A,43-PF-8002-M01_05,43-PB-9104-M01-EL,43-PB-9111A-M01-14,65-GK-9701A-M01-M,65-GK-9701B-M01-EL,65-GK-9702A-M01-M,65-GK-9702B-M01-14,65-GK-9703A-M01-EL,65-GK-9703B-M01,65-GK-9704A-M01-14,65-GK-9704B-M01-EL,65-GK-9707A-M01,65-GK-9707B-M01,65-GK-9708A-M01-14,65-GK-9708B-M01,,,,,,,,,,,65-GK-9557A-VSD_Stat,65-GK-9557B-M01-14,65-GK-9564A-VSD_Stat,65-GK-9564B-M01-14,,,65-PA-9641CA-M01,65-PA-9641CB-M01-EL,65-GK-9900A-M01-M,65-GK-9900B-M01-F-EL,65-GK-9901A-M01,65-GK-9901B-M01-EL,65-KC-9900A-39,65-KC-9900B-39,45-PA-9900CA-M01-39,45-PA-9900CB-M01,47-XX-9800A-Seq3,47-XX-9800B-Seq10,47-PA-9810A-M01-24,47-PA-9810B-M01-EL,47-PA-9815-M01,47-PA-9814A-M01-EL,47-PA-9814B-M01,47-PA-9107A-M01-EL,47-PA-9107B-M01-24,47-PA-9108A-M01-24,47-PA-9108B-M01-EL,,,16-XY-8010-H01_33,40-PA-9105A-M01-EL,40-PA-9105B-M01-24,45-PA-13651A-M01,45-PA-13651B-40,45-PA-13652A-40,45-PA-13652B-40,07-PB-12002-M01_33,43-PB-12001-M01_33,43-PB-12004-M02_02,43-PB-12006-M01-24AF,,47-PS-12001-M01_39,07-PB-11002-M01_03,43-PB-11001-M01_03,,47-PS-11001-M01_01,11-FIT-170031_108,43-XR-9106-M01-EL,43-XR-9107-M01-EL,43-XR-9108,43-XR-9109-M01-EL,43-XR-9110-M01-24,47-PS-17001-M01,11-FIT-180031_216,47-PS-18001-M01-39,,,,,,,,,,
11-PA-9102-M01_CB_travel_alarm,11-PA-9148-M01-24,11-PA-9149-M01-EL,11-PA-9150-M01-39,11-PA-9151-M01-24,11-PA-9138_EE,11-PA-9158-M01-24,11-PA-9159-M01-EL,11-PA-9160-M01,11-PA-9161-M01,11-PA-9101A-M01,11-PA-9152A-M01-EL,11-PA-9153A-M01,11-PA-9101B_EPI,11-PA-9152B-M01-EL,11-PA-9153B-M01-EL,17-PA-9144A_B-Stopped,,18-PA-8010-M01_48,18-PA-8030-M01_48,18-PA-8050-M01,18-PA-8070-M01_38,84-CA-8010-M01,84-KF-8030-M01_06,43-PB-9108,23-KA-9101_PRD,23-PC-9109-M01,23-GK-9107A-M01,23-GK-9107B-M01,23-KA-9102_APH,23-PC-9110-M01-39,23-FE-9122-24,23-GK-9108A-M01-EL,23-GK-9108B-M01-EL,23-KA-9103-M01_Number_of_CB_Operations,23-PC-9111-M01,23-FE-9123-H01-F-EL,23-GK-9109A-M01-14,23-GK-9109B-M01,27-KA-9104-M01_OC_high_stage_negative_seq_NPShigh,27-PC-9112-M01-39,27-FE-9125-H01-F,27-GK-9110A-M01-EL,27-GK-9110B-M01,27-AT-93008A_Avg,,32-PF-9104A-M01-39,32-PF-9104B-M01-24,32-PB-9115A-M01-24,32-PB-9115B-M01,32-PB-9130-M01-24,32-PB-9131-M01-24,43-PB-9112,13-PA-9103_NR,13-PA-9146-M01-24,13-PA-9147-M01,13-PA-9137-M01,13-PA-9156-M01-39,13-PA-9157-M01-EL,80-PA-9111A-M01-24,80-PA-9111B-VSD_Stat,80-PA-8120A-M01,80-PA-8120B-M01,80-PA-7011A-M01_35,80-PA-7011B,80-PA-8015A-M01_09,80-PA-8015B-M01_31,80-PA-8746A-M01-04_,80-PA-8746B-M01-04_,60-PA-9163-M01-31,60-PA-9164-M01-39,85-PA-9135A-M01,85-PA-9135B-M01-39,85-PA-9118A-M01-39,85-PA-9118B-M01-EL,85-CA-9120A-M01,85-CA-9120B-M01-24,85-PB-9134AB-MSU_Trip,85-PB-9134B-M01,85-PA-9134-M01,85-PA-9133-M01-24,85-PA-9162-M01,81-PA-9115A-M01-EL,81-PA-9115B-M01,81-PA-9113A-M01-24,81-PA-9113B-M01-24,81-PA-8011A-M01_39,81-PA-8011B-M01_06,81-PA-8510A-M01_05,81-PA-8510B-M01_01X,81-PA-8012AB_39,81-PA-8012B-M01_05,31-PA-9104A,31-PA-9104B-M01-39,31-PA-9124A-M01-24,31-PA-9124B-M01-24,60-EG-9102_Active_Power,60-EG-9103_Active_power,45-PA-9653A-40,45-PA-9653B-39,45-PA-9651A-39,45-PA-9651B-40,84-XX-8022-01,84-XX-8023-69,84-KF-8022A-M01_05,84-KF-8022B-M01_33,84-KF-8023A-M01,84-KF-8023B-M01,84-PX-9102A-M01-EL,84-PX-9102B-M01,84-PX-9101A-M01_Motor_startup_supervision_MOTstart,84-PX-9101B-M01,84-PS-8000A-M01_33,84-PS-8000B-M01_33,84-PS-8000C-M01,,,45-PA-9106A-M01_Selector_switch_local_remote,45-PA-9106B_API,43-PF-8002-M01,43-PB-9104-M01,43-PB-9111A,65-GK-9701A-M01-EL,65-GK-9701B-M01-14,65-GK-9702A-M01-EL,65-GK-9702B-M01-M,65-GK-9703A-M01-14,65-GK-9703B-M01-EL,65-GK-9704A-M01-EL,65-GK-9704B-M01-14,65-GK-9707A-M01-14,65-GK-9707B-M01-EL,65-GK-9708A-M01-EL,65-GK-9708B-M01-EL,,,,,,,,,,,65-GK-9557A-M01-14,65-GK-9557B-VSD_Stat,65-GK-9564A_B,65-GK-9564B-M01-M,,,65-PA-9641CA-M01-39,65-PA-9641CB-M01-14,65-GK-9900A-M01-14,65-GK-9900B-VSD_Stat,65-GK-9901A-M01-14,65-GK-9901B-M01,65-KC-9900A-M01-EL,65-KC-9900B-M01-EL,45-PA-9900CA-M01-14,45-PA-9900CB-M01-14,47-XX-9800A-Seq10,47-XX-9800B-Seq3,47-PA-9810A-M01-EL,47-PA-9810B-M01-24,47-PA-9815-M01-EL,,,47-PA-9107A-M01-24,47-PA-9107B-M01-EL,47-PA-9108A-M01,47-PA-9108B-M01-24,,,16-XY-8010-H01,40-PA-9105A-M01,40-PA-9105B-M01,45-PA-13651A-39,45-PA-13651B-39,,,07-PB-12002-M01-24,43-PB-12001-M01,43-PB-12004-M02_03,43-PB-12006-M01_32,,47-PS-12001-M01_01,07-PB-11002-M01-39_,43-PB-11001-M01-24_E,,47-PS-11001-M01,11-FIT-170031_208,43-XR-9106-M01-24,43-XR-9107-M01-24,43-XR-9108-M01-EL,43-XR-9109,43-XR-9110,47-PS-17001-M01-15,11-FIT-180031_207,47-PS-18001-M01-05,,,,,,,,,,
11-PA-9102-M01-39A,,,11-PA-9150-M01-EL,11-PA-9151-M01-EL,11-PA-9138-M01_Motor_Winding_Temp_Warning,,,11-PA-9160-M01-24,11-PA-9161-M01-24,11-PA-9101A_EE,11-PA-9152A-M01-24,11-PA-9153A-M01-39,11-PA-9101B_ATH,11-PA-9152B-M01-24,11-PA-9153B-M01,17-PA-9144A-M01-EL,,18-PA-8010-M01.H06_E,18-PA-8030-M01_33_,18-PA-8050-M01_62,18-PA-8070-M01_62,84-CA-8010-M01_06,84-KF-8030-M02_06,,23-KA-9101-M01_Motor_startup_supervision_MOTstart,23-PC-9109-M01-39,,,23-KA-9102-M01_MCB_failure_Motor_Tripping,23-PC-9110-M01,23-FE-9122-H01-F-EL,,,23-KA-9103-M01_CB_travel_alarm,23-PC-9111-M01-39,23-FE-9123-39,,,27-KA-9104-M01_Thermal_overload_TOL3dev,27-PC-9112-M01-EL,27-FE-9125-39,,,27-AT-93008A,,32-PF-9104A-M01,32-PF-9104B-M01-39,,,,,,13-PA-9103_NA,13-PA-9146-M01-EL,13-PA-9147-M01-39,13-PA-9137_NA,13-PA-9156-M01-EL,13-PA-9157-M01-39,80-PA-9111A-VSD_Stat,80-PA-9111B-M01-EL,80-PA-8120A-M01_05,80-PA-8120B-M01_33,80-PA-7011A-M01_20,80-PA-7011B-M01_20,80-PA-8015A-M01_48,80-PA-8015B-M01_35,80-PA-8746A-M01_05,80-PA-8746B-M01_33,,,85-PA-9135A-M01-EL,85-PA-9135B-M01-24,85-PA-9118A-M01,85-PA-9118B-M01,,,85-PB-9134A-M01,85-PB-9134B-M01-56,85-PA-9134-M01-39,85-PA-9133-M01-EL,85-PA-9162-M01-24,,,,,81-PA-8011AB_39,81-PA-8011B-M01_05,81-PA-8510A-M01_33,81-PA-8510B-M01_39,81-PA-8012A-M01_06,81-PA-8012B-M01_39,31-PA-9104A-M01-39,31-PA-9104B-M01-24,31-PA-9124A,31-PA-9124B,60-EG-9102_Current_L1,60-EG-9103_REM543_in_test_mode,45-PA-9653A-M01,45-PA-9653B-M01-EL,45-PA-9651A-40,45-PA-9651B-39,84-XX-8022-44,84-XX-8023-39,84-KF-8022A-M01_39,84-KF-8022B-M01_49,84-KF-8023A-M01_33,84-KF-8023B-M01_05,84-PX-9102A-M01-39,84-PX-9102B-M01-EL,84-PX-9101A-M01_Running_hours,84-PX-9101B_EPI,84-PS-8000A-M01,84-PS-8000B-M01_06,84-PS-8000C-M01_33,,,45-PA-9106A-M01-39A,45-PA-9106B-M01_OC_instantaneous_residual_NEF1inst,43-PF-8002-M01_06,,43-PB-9111A-M01-24,65-GK-9701A-VSD_Stat,65-GK-9701B-M01-M,65-GK-9702A-VSD_Stat,65-GK-9702B-VSD_Stat,,,,,,,,,,,,,,,,,,,65-GK-9557A-M01-M-EL,65-GK-9557B-M01-M-EL,65-GK-9564A-M01-EL,65-GK-9564B-VSD_Stat,,,65-PA-9641CA-M01-14,65-PA-9641CB-M01,65-GK-9900A-VSD_Stat,65-GK-9900B-M01-M,,,,,45-PA-9900CA-M01-EL,45-PA-9900CB-M01-39,,,,,,,,,,,,,,16-XY-8010-H01_06,40-PA-9105A-M01-24,40-PA-9105B-M01-EL,,,,,07-PB-12002-M01_39_,43-PB-12001-M01_39_,43-PB-12004-M01_03,43-PB-12006-M01-24,,47-PS-12001-M01AF,07-PB-11002-M01_39,43-PB-11001-M01,,47-PS-11001-actrun,11-FIT-170031_104,,,,,43-XR-9110-M01-EL,47-PS-17001-M01-39_,11-FIT-180031_212,47-PS-18001-M01-15,,,,,,,,,,
